,filename,width,height,class,xmin,ymin,xmax,ymax
223,cleveland_1337143398125045840_20160911.jpg,608,608,Under Armour,419,287,487,346
224,houston_1319314849209932021_20160818.jpg,608,608,Under Armour,50,549,166,607
225,houston_1184219151253185104_20160213.jpg,608,608,Nike,130,169,194,200
226,houston_1184219151253185104_20160213.jpg,608,608,Nike,324,10,408,52
227,houston_1184219151253185104_20160213.jpg,608,608,Nike,133,301,196,340
228,houston_1184219151253185104_20160213.jpg,608,608,Nike,124,19,188,52
229,houston_1184219151253185104_20160213.jpg,608,608,Adidas,365,380,379,397
230,houston_1184219151253185104_20160213.jpg,608,608,Nike,131,438,199,466
231,houston_1185132494526947225_20160215.jpg,608,608,Nike,1,363,121,407
232,houston_1185951384251324685_20160216.jpg,608,608,Nike,572,555,607,593
233,houston_1644793173309711972_20171110.jpg,608,608,Adidas,341,469,397,517
234,houston_1644793173309711972_20171110.jpg,608,608,Adidas,248,433,293,460
235,phoenix_1651756432574697074_20171119.jpg,608,608,Nike,335,369,511,457
236,houston_1630941177048127124_20171022.jpg,608,608,Nike,165,540,217,575
237,houston_1830851158810327764_20180724.jpg,608,608,Nike,101,208,187,246
238,cleveland_1641388638876244429_20171105.jpg,608,608,Adidas,196,399,241,439
239,houston_1587072743147526170_20170822.jpg,608,608,Adidas,354,269,395,300
240,houston_1456118561642519480_20170222.jpg,608,608,Nike,276,128,357,165
241,houston_1808165822784625164_20180623.jpg,608,608,Adidas,124,213,160,239
242,houston_1808165822784625164_20180623.jpg,608,608,Adidas,346,290,385,322
243,houston_1622736931392955555_20171010.jpg,608,608,Nike,242,226,301,258
244,cleveland_1692398345183505936_20180114.jpg,608,608,Nike,92,514,161,552
245,cleveland_1471373661289913273_20170315.jpg,608,608,Adidas,285,53,325,84
246,houston_1418235658278883856_20170101.jpg,608,608,Under Armour,237,335,334,399
247,houston_1445467072569067087_20170208.jpg,608,608,Nike,291,49,403,90
248,cleveland_1574025674804304679_20170804.jpg,608,608,Nike,222,290,348,379
249,cleveland_1574025674804304679_20170804.jpg,608,608,Nike,444,365,529,473
250,cleveland_1517726577322979539_20170518.jpg,608,608,Nike,276,67,336,105
251,houston_1530130900439080024_20170605.jpg,608,608,Puma,167,450,203,483
252,houston_1453052221406339565_20170218.jpg,608,608,Nike,94,156,177,203
253,houston_1453052221406339565_20170218.jpg,608,608,Nike,104,399,170,441
254,houston_1488346336242915859_20170408.jpg,608,608,Nike,41,474,83,524
255,phoenix_1663593632739016012_20171206.jpg,608,608,Nike,8,408,60,439
256,houston_1852044975202737970_20180823.jpg,608,608,Adidas,232,335,386,445
257,cleveland_1456151450120175541_20170222.jpg,608,608,The North Face,365,305,405,337
258,houston_1675515349632970615_20171222.jpg,608,608,The North Face,235,260,387,334
259,houston_1549393754472202021_20170701.jpg,608,608,Puma,89,296,148,352
260,phoenix_1760215121161831636_20180418.jpg,608,608,Nike,483,29,574,69
261,houston_1230758794447782079_20160418.jpg,608,608,Nike,409,562,506,604
262,houston_1572104452893143954_20170801.jpg,608,608,Nike,167,403,239,443
263,houston_1809915786456673499_20180626.jpg,608,608,Nike,290,207,372,240
264,houston_1670837148143044909_20171216.jpg,608,608,Nike,268,200,341,236
265,houston_1851864459582605808_20180822.jpg,608,608,Nike,494,35,576,66
266,houston_1810127298780190366_20180626.jpg,608,608,Adidas,203,100,511,487
267,houston_1505659080475619963_20170502.jpg,608,608,Adidas,321,247,411,381
268,cleveland_1469695210845364391_20170313.jpg,608,608,Nike,332,225,474,325
269,houston_1366885874750928970_20161022.jpg,608,608,Adidas,291,0,338,35
270,phoenix_1741738575866486574_20180324.jpg,608,608,Adidas,279,103,301,123
271,phoenix_1741738575866486574_20180324.jpg,608,608,Adidas,232,236,313,339
272,houston_1745196296504998255_20180328.jpg,608,608,Adidas,288,6,362,56
273,phoenix_1785063421064321359_20180522.jpg,608,608,Puma,223,193,302,234
274,houston_1716355952789111703_20180216.jpg,608,608,Nike,409,312,564,385
275,houston_1716355952789111703_20180216.jpg,608,608,Nike,234,328,378,394
276,houston_1527888381613302818_20170601.jpg,608,608,Adidas,230,445,435,503
277,houston_1564274243390958667_20170722.jpg,608,608,The North Face,477,293,603,379
278,houston_1373210362731906362_20161031.jpg,608,608,Nike,203,550,286,587
279,houston_1785315728667039624_20180523.jpg,608,608,Nike,257,326,304,357
280,houston_1551574037385532726_20170704.jpg,608,608,Adidas,294,43,365,88
281,houston_1529228169289156252_20170603.jpg,608,608,Under Armour,59,419,122,455
282,houston_1796534406496901161_20180607.jpg,608,608,Nike,482,32,575,76
283,houston_1184977960884606928_20160214.jpg,608,608,Nike,13,29,122,65
284,houston_1184977960884606928_20160214.jpg,608,608,Nike,316,38,411,73
285,houston_1708724839983740383_20180206.jpg,608,608,Nike,180,504,235,540
286,houston_1429462974514404568_20170117.jpg,608,608,Nike,190,126,252,156
287,houston_1838999341497105940_20180805.jpg,608,608,Adidas,243,493,298,537
288,houston_1318648509528225757_20160817.jpg,608,608,Puma,395,532,462,571
289,houston_1863580620874465384_20180908.jpg,608,608,Nike,177,547,253,587
290,cleveland_1454687744189375911_20170220.jpg,608,608,Adidas,281,370,346,440
291,phoenix_1732858223110021160_20180311.jpg,608,608,Puma,392,466,436,501
292,houston_1811470860524187396_20180628.jpg,608,608,Nike,10,105,121,164
293,houston_1811470860524187396_20180628.jpg,608,608,Nike,449,138,523,170
294,houston_1149717088937275524_20151228.jpg,608,608,Under Armour,216,347,260,380
295,houston_1856061294801677726_20180828.jpg,608,608,Adidas,432,287,490,326
296,phoenix_1747270256613948677_20180331.jpg,608,608,Nike,484,31,576,73
297,houston_1406449978964290805_20161216.jpg,608,608,Nike,79,182,497,300
298,phoenix_1761123419560118397_20180419.jpg,608,608,The North Face,393,518,473,565
299,houston_1861601380450328656_20180905.jpg,608,608,Nike,193,560,278,598
300,houston_1093387139176304108_20151011.jpg,608,608,Nike,104,407,157,466
301,houston_1901275202185228516_20181030.jpg,608,608,Adidas,112,335,220,433
302,houston_1554801268035559973_20170709.jpg,608,608,Adidas,422,135,533,226
303,houston_1473734987550692959_20170319.jpg,608,608,Puma,82,281,175,354
304,houston_1872685823122238970_20180920.jpg,608,608,Nike,124,566,206,599
305,houston_1728779740619358141_20180306.jpg,608,608,Nike,205,212,241,257
306,houston_1728779740619358141_20180306.jpg,608,608,Nike,310,264,421,339
307,houston_1728779740619358141_20180306.jpg,608,608,Nike,139,334,212,409
308,houston_1764795212889399694_20180424.jpg,608,608,Adidas,234,255,335,295
309,houston_1866051244030508967_20180911.jpg,608,608,Nike,223,45,386,138
310,cleveland_1325023915773211233_20160826.jpg,608,608,Nike,483,31,576,70
311,cleveland_1686423922569953094_20180106.jpg,608,608,Under Armour,387,433,460,492
312,cleveland_1686423922569953094_20180106.jpg,608,608,Under Armour,364,13,496,109
313,houston_1472790346495750892_20170317.jpg,608,608,Adidas,173,285,245,349
314,houston_1712899465148332054_20180212.jpg,608,608,Adidas,377,301,415,332
315,cleveland_1277855891924513338_20160621.jpg,608,608,Adidas,545,547,596,597
316,houston_1351771743027434655_20161001.jpg,608,608,Adidas,498,506,547,550
317,houston_1274833773677983964_20160617.jpg,608,608,Adidas,113,443,168,501
318,phoenix_1725823707525419388_20180302.jpg,608,608,Under Armour,92,545,183,598
319,houston_1618634894479634000_20171005.jpg,608,608,Adidas,161,310,211,359
320,houston_1382398997443934229_20161113.jpg,608,608,Nike,506,542,572,577
321,houston_1278519494574558744_20160622.jpg,608,608,Adidas,201,267,238,300
322,houston_1318458485100406358_20160817.jpg,608,608,Nike,485,31,576,69
323,houston_1737334277081015701_20180317.jpg,608,608,Adidas,460,133,557,198
324,houston_1737334277081015701_20180317.jpg,608,608,Adidas,305,139,388,205
325,houston_1737334277081015701_20180317.jpg,608,608,Adidas,31,362,130,428
326,houston_1737334277081015701_20180317.jpg,608,608,Adidas,498,413,599,481
327,houston_1737334277081015701_20180317.jpg,608,608,Adidas,0,442,86,527
328,houston_1737334277081015701_20180317.jpg,608,608,Adidas,513,19,607,89
329,houston_1737334277081015701_20180317.jpg,608,608,Adidas,63,539,140,597
330,houston_1737334277081015701_20180317.jpg,608,608,Adidas,366,30,459,95
331,houston_1737334277081015701_20180317.jpg,608,608,Adidas,219,30,327,108
332,houston_1737334277081015701_20180317.jpg,608,608,Adidas,74,39,161,111
333,houston_1766979993530622973_20180427.jpg,608,608,Adidas,91,245,126,272
334,houston_1766979993530622973_20180427.jpg,608,608,Adidas,398,245,428,280
335,houston_1638154418377293911_20171101.jpg,608,608,Adidas,360,238,409,302
336,houston_1089488174763251983_20151006.jpg,608,608,Nike,363,568,436,606
337,phoenix_1716210689602986081_20180216.jpg,608,608,Puma,441,419,523,460
338,houston_1357194208468816365_20161009.jpg,608,608,Nike,324,437,360,478
339,houston_1577215489385807641_20170809.jpg,608,608,Nike,243,293,372,420
340,houston_1300435509113406519_20160723.jpg,608,608,Nike,482,31,576,69
341,houston_1498416769910810672_20170422.jpg,608,608,The North Face,462,394,521,429
342,houston_1415580692444460351_20161229.jpg,608,608,Adidas,44,472,106,531
343,houston_1454704822053507711_20170220.jpg,608,608,Nike,534,162,590,191
344,houston_1454704822053507711_20170220.jpg,608,608,Nike,531,14,586,46
345,houston_1454704822053507711_20170220.jpg,608,608,Nike,535,301,599,333
346,houston_1454704822053507711_20170220.jpg,608,608,Nike,346,24,406,58
347,houston_1454704822053507711_20170220.jpg,608,608,Nike,544,442,597,476
348,houston_1454704822053507711_20170220.jpg,608,608,Nike,0,475,59,520
349,houston_1454704822053507711_20170220.jpg,608,608,Nike,160,36,222,65
350,houston_1831865976478319898_20180726.jpg,608,608,Adidas,258,154,309,207
351,houston_1318429617099214231_20160816.jpg,608,608,Nike,484,31,577,69
352,houston_1765075860724124560_20180425.jpg,608,608,Nike,13,293,69,324
353,phoenix_1803378209493203034_20180617.jpg,608,608,Nike,237,264,325,316
354,houston_1862367855950196378_20180906.jpg,608,608,Nike,181,557,268,597
355,houston_1575897565332679136_20170807.jpg,608,608,Adidas,63,157,122,211
356,houston_1575897565332679136_20170807.jpg,608,608,Adidas,246,210,369,313
357,houston_1537837799477534513_20170615.jpg,608,608,Nike,160,471,243,513
358,houston_1480243704446193302_20170328.jpg,608,608,Under Armour,223,250,280,312
359,houston_1185083639806030758_20160214.jpg,608,608,Adidas,494,266,543,310
360,cleveland_1217666243675158749_20160330.jpg,608,608,Nike,333,465,429,523
361,houston_1255930693683907877_20160522.jpg,608,608,Nike,161,198,312,274
362,phoenix_1721294818284761833_20180223.jpg,608,608,Under Armour,315,516,357,556
363,houston_1285182720251460525_20160702.jpg,608,608,Under Armour,344,473,411,522
364,houston_1881596056955535912_20181002.jpg,608,608,Nike,226,355,297,386
365,houston_1396382843848217078_20161202.jpg,608,608,Nike,76,106,130,138
366,phoenix_1768338350832876115_20180429.jpg,608,608,Adidas,137,337,255,472
